workout_log_id,member_id,workout_date,workout_time,exercise_name,exercise_type,muscle_group,difficulty,sets_completed,reps_per_set,weight_kg,duration_minutes,calories_burned,intensity_level,heart_rate_avg,notes
WL00011858,MEM001700,2024-01-26,10:46:00,Muscle Up,strength,lats,intermediate,4,16,70.1,66,355.4,Very High,140.0,Felt strong today
WL00011859,MEM000560,2024-12-16,05:52:00,Single Leg Push-off,plyometrics,quadriceps,beginner,2,15,0.0,72,340.1,Low,174.0,Great workout!
WL00011860,MEM001725,2024-12-12,10:02:00,Cocoons,strength,abdominals,intermediate,3,7,35.9,20,68.5,Very High,,Challenging but rewarding
WL00011861,MEM000326,2024-07-19,20:08:00,Smith Machine Calf Raise,strength,calves,intermediate,3,17,46.8,87,500.5,High,125.0,
WL00011862,MEM000312,2024-09-07,11:22:00,Standing Dumbbell Shrug - Gethin Variation,strength,traps,intermediate,3,8,143.7,62,364.4,Very High,124.0,Great workout!
WL00011863,MEM001192,2024-02-19,09:08:00,Single-arm palm-in dumbbell shoulder press,strength,shoulders,intermediate,2,12,5.2,68,406.4,Low,141.0,Challenging but rewarding
WL00011864,MEM000835,2024-03-12,11:09:00,Rickshaw Carry,strongman,forearms,beginner,5,9,0.0,18,128.8,Moderate,,Felt strong today
WL00011865,MEM002434,2024-02-14,12:14:00,Barbell walking lunge,strength,quadriceps,intermediate,2,7,72.6,61,253.7,Low,161.0,
WL00011866,MEM002356,2024-03-11,21:58:00,Thigh adductor,strength,adductors,intermediate,4,11,125.7,65,278.9,Low,157.0,Personal best!
WL00011867,MEM002180,2024-03-20,10:28:00,Seated Calf Raise - Gethin Variation,strength,calves,intermediate,2,6,69.0,26,120.2,Low,115.0,Good progress
WL00011868,MEM000561,2024-11-11,07:59:00,Incline Hammer Curls,strength,biceps,beginner,3,14,69.5,74,554.9,Low,163.0,Great workout!
WL00011869,MEM000285,2024-03-11,08:13:00,Barbell Deadlift,strength,hamstrings,intermediate,4,20,90.2,15,57.7,High,,Personal best!
WL00011870,MEM001840,2024-01-10,12:23:00,Standing Dumbbell Calf Raise,strength,calves,intermediate,5,10,88.6,66,504.9,Low,146.0,Challenging but rewarding
WL00011871,MEM002207,2024-06-02,19:46:00,Dynamic pigeon stretch,strength,abductors,intermediate,4,19,62.3,66,492.8,Very High,114.0,Personal best!
WL00011872,MEM000443,2024-01-21,20:19:00,Reverse-grip bent-over row,strength,middle_back,intermediate,4,19,142.0,35,125.5,Very High,153.0,
WL00011873,MEM000668,2024-02-26,08:30:00,Cocoons,strength,abdominals,intermediate,4,8,8.6,46,173.4,Low,123.0,Felt strong today
WL00011874,MEM000301,2024-08-08,15:55:00,Wide-grip barbell curl,strength,biceps,beginner,4,17,51.7,41,243.6,Low,118.0,Personal best!
WL00011875,MEM001880,2024-02-20,22:01:00,Neck Bridge Prone,strength,neck,beginner,5,16,139.9,70,531.5,High,136.0,Great workout!
WL00011876,MEM001617,2024-05-29,08:23:00,Triceps dip,strength,triceps,intermediate,2,12,75.4,30,227.1,Low,172.0,Great workout!
WL00011877,MEM002466,2024-11-12,12:08:00,Machine low row-,strength,traps,intermediate,4,18,73.4,36,281.9,Low,101.0,Personal best!
WL00011878,MEM001378,2024-06-05,10:11:00,Single-arm dumbbell row,strength,traps,intermediate,5,7,116.9,36,198.9,High,151.0,Challenging but rewarding
WL00011879,MEM002184,2024-04-08,18:30:00,Atlas Stones,strongman,lower_back,intermediate,2,17,0.0,81,361.9,Moderate,108.0,Personal best!
WL00011880,MEM002315,2024-02-06,05:37:00,Seated Glute Stretch,stretching,glutes,beginner,2,12,0.0,72,237.6,Low,164.0,Great workout!
WL00011881,MEM001287,2024-04-07,16:11:00,Cable Crossover,strength,chest,intermediate,4,13,148.4,76,322.8,Low,115.0,
WL00011882,MEM000942,2024-07-03,11:35:00,Barbell glute bridge,powerlifting,glutes,intermediate,5,17,0.0,32,189.3,Low,101.0,Personal best!
WL00011883,MEM000960,2024-02-05,19:53:00,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,strength,forearms,beginner,4,19,9.4,62,495.6,Low,122.0,
WL00011884,MEM000207,2024-05-06,17:45:00,Axle Deadlift,strongman,lower_back,beginner,2,6,0.0,44,137.8,Low,169.0,Good progress
WL00011885,MEM000710,2024-09-15,12:01:00,Axle Deadlift,strongman,lower_back,beginner,4,17,0.0,50,303.4,Very High,134.0,
WL00011886,MEM001279,2024-06-09,19:15:00,Dumbbell Bench Press,strength,chest,intermediate,2,12,32.1,15,93.0,High,,Felt strong today
WL00011887,MEM000841,2024-01-06,09:27:00,Single-leg cable hip extension,strength,glutes,intermediate,2,19,92.7,54,333.2,Low,143.0,Felt strong today
WL00011888,MEM001131,2024-02-05,21:41:00,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,strength,forearms,beginner,3,6,140.8,39,125.6,High,162.0,Challenging but rewarding
WL00011889,MEM000914,2024-09-14,22:57:00,Single Leg Push-off,plyometrics,quadriceps,beginner,3,14,0.0,18,63.9,High,,Personal best!
WL00011890,MEM000596,2024-04-17,20:03:00,Single-arm lateral raise,strength,shoulders,intermediate,2,17,98.3,82,609.0,Moderate,116.0,Good progress
WL00011891,MEM000641,2024-07-28,14:58:00,Clean and press,strength,shoulders,intermediate,3,16,119.1,50,291.7,Moderate,161.0,Good progress
WL00011892,MEM001322,2024-06-10,10:21:00,Single-arm dumbbell row,strength,traps,intermediate,3,10,23.6,35,252.6,Low,106.0,Felt strong today
WL00011893,MEM000113,2024-03-17,15:59:00,Barbell deficit deadlift,powerlifting,lower_back,beginner,2,14,0.0,31,188.6,Very High,148.0,Personal best!
WL00011894,MEM001165,2024-02-19,19:12:00,Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,5,7,97.8,19,142.3,Very High,,Personal best!
WL00011895,MEM000773,2024-11-07,22:11:00,Flexor Incline Dumbbell Curls,strength,biceps,beginner,4,15,134.3,58,378.7,Low,163.0,Personal best!
WL00011896,MEM002248,2024-02-04,09:56:00,Hammer Curls,strength,biceps,intermediate,2,11,17.6,88,681.0,Moderate,107.0,Good progress
WL00011897,MEM002181,2024-07-22,10:31:00,Dumbbell floor press,powerlifting,triceps,intermediate,5,20,0.0,21,167.8,Very High,168.0,Personal best!
WL00011898,MEM000973,2024-04-25,11:51:00,Cable V-bar push-down,strength,triceps,intermediate,3,15,112.3,32,176.0,Low,167.0,Personal best!
WL00011899,MEM002318,2024-01-30,10:34:00,Smith Machine Calf Raise,strength,calves,intermediate,2,10,44.9,31,186.9,High,126.0,Good progress
WL00011900,MEM000659,2024-02-10,19:13:00,Smith machine shrug,strength,traps,intermediate,2,17,85.9,86,316.8,High,112.0,Good progress
WL00011901,MEM000822,2024-08-14,08:37:00,Dumbbell front raise to lateral raise,strength,shoulders,intermediate,2,18,107.5,16,79.8,Low,,Personal best!
WL00011902,MEM001421,2024-06-27,10:17:00,EZ-Bar Curl,strength,biceps,intermediate,2,8,119.7,65,197.2,High,161.0,Great workout!
WL00011903,MEM000718,2024-07-05,18:37:00,Dumbbell Bench Press,strength,chest,intermediate,3,17,96.7,87,382.1,Moderate,130.0,Felt strong today
WL00011904,MEM000300,2024-09-14,14:50:00,Lying Face Up Plate Neck Resistance,strength,neck,beginner,3,7,18.2,78,374.4,Low,126.0,Challenging but rewarding
WL00011905,MEM002498,2024-01-27,14:06:00,Seated Calf Raise - Gethin Variation,strength,calves,intermediate,4,17,25.7,42,283.2,Moderate,163.0,Challenging but rewarding
WL00011906,MEM001877,2024-06-06,19:35:00,Clean and press,strength,shoulders,intermediate,5,9,109.9,63,405.7,Low,108.0,Good progress
WL00011907,MEM000950,2024-11-05,08:22:00,Standing hip circle,stretching,abductors,intermediate,2,15,0.0,30,211.2,High,128.0,Good progress
WL00011908,MEM001619,2024-05-01,13:19:00,Close-grip pull-down,strength,lats,intermediate,3,15,110.9,49,223.2,Very High,121.0,Personal best!
WL00011909,MEM001390,2024-01-11,14:15:00,Reverse-grip bent-over row,strength,middle_back,intermediate,4,13,17.3,22,174.2,Low,129.0,Challenging but rewarding
WL00011910,MEM001925,2024-09-18,20:47:00,Yoga plex,stretching,lower_back,intermediate,4,20,0.0,46,262.6,Moderate,116.0,
WL00011911,MEM002484,2024-10-24,07:14:00,Power Snatch,olympic_weightlifting,hamstrings,beginner,2,18,0.0,84,508.1,High,178.0,Good progress
WL00011912,MEM000103,2024-04-25,12:26:00,Power Clean from Blocks,olympic_weightlifting,hamstrings,beginner,5,17,0.0,49,246.1,High,167.0,
WL00011913,MEM001362,2024-01-27,05:56:00,Landmine twist,strength,abdominals,intermediate,4,13,93.2,59,348.2,High,110.0,Great workout!
WL00011914,MEM000418,2024-08-26,22:16:00,Clean and press,strength,shoulders,intermediate,2,16,33.7,25,128.3,Moderate,138.0,Personal best!
WL00011915,MEM000666,2024-04-24,16:13:00,Wide-Grip Decline Barbell Bench Press,strength,chest,beginner,5,17,148.6,60,352.6,Low,125.0,Felt strong today
WL00011916,MEM002134,2024-11-28,19:51:00,Rocky Pull-Ups/Pulldowns,strength,lats,beginner,3,19,119.0,25,111.2,Low,140.0,Good progress
WL00011917,MEM001495,2024-10-31,21:39:00,Keg Load,strongman,lower_back,beginner,5,8,0.0,23,91.9,Low,151.0,
WL00011918,MEM000983,2024-11-12,14:32:00,Seated Head Harness Neck Resistance,strength,neck,beginner,5,20,138.0,65,218.1,High,129.0,Challenging but rewarding
WL00011919,MEM002462,2024-09-09,08:04:00,Standing dumbbell shoulder press,strength,shoulders,intermediate,3,14,89.3,21,116.5,Low,137.0,Challenging but rewarding
WL00011920,MEM002120,2024-02-01,21:24:00,Low-cable cross-over,strength,chest,intermediate,3,11,45.9,48,160.8,Moderate,125.0,Felt strong today
WL00011921,MEM001865,2024-11-04,07:19:00,Smith machine single-arm shrug,strength,traps,intermediate,4,16,144.2,54,284.3,Very High,158.0,
WL00011922,MEM002427,2024-01-27,22:34:00,Close-grip bench press,strength,chest,intermediate,5,17,113.0,65,197.2,Low,150.0,Great workout!
WL00011923,MEM000884,2024-08-01,11:04:00,Dumbbell farmer's walk,strongman,forearms,intermediate,2,20,0.0,48,271.1,Very High,148.0,Good progress
WL00011924,MEM001232,2024-02-14,16:08:00,Partner Superman with alternating high-five,strength,lower_back,beginner,3,13,117.0,17,115.6,Moderate,,Felt strong today
WL00011925,MEM001162,2024-11-07,10:58:00,EZ-Bar Skullcrusher,strength,triceps,intermediate,3,11,27.3,15,78.8,Very High,,Felt strong today
WL00011926,MEM000599,2024-04-23,14:36:00,Dumbbell Bench Press,strength,chest,intermediate,4,20,20.0,32,129.2,High,124.0,Personal best!
WL00011927,MEM001191,2024-03-31,21:35:00,Cable V-bar push-down,strength,triceps,intermediate,4,7,146.6,23,115.4,Low,144.0,Personal best!
WL00011928,MEM002073,2024-06-15,11:55:00,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,strength,forearms,beginner,4,7,93.0,33,101.3,Moderate,156.0,Personal best!
WL00011929,MEM000139,2024-08-12,07:51:00,Barbell walking lunge,strength,quadriceps,intermediate,3,19,112.0,44,253.0,Very High,126.0,Good progress
WL00011930,MEM000237,2024-05-14,06:46:00,Standing dumbbell upright row,strength,traps,intermediate,4,11,147.9,74,289.1,Low,110.0,Good progress
WL00011931,MEM001485,2024-07-04,20:48:00,Standing dumbbell shoulder press,strength,shoulders,intermediate,5,20,20.9,52,244.2,Moderate,162.0,
WL00011932,MEM001087,2024-06-19,11:55:00,Machine low row-,strength,traps,intermediate,5,6,96.9,79,528.9,Low,107.0,
WL00011933,MEM000761,2024-09-09,12:31:00,Clean and press,strength,shoulders,intermediate,3,14,73.9,32,120.2,High,107.0,Felt strong today
WL00011934,MEM001990,2024-10-01,06:07:00,Pullups,strength,lats,intermediate,2,10,79.9,52,195.3,High,155.0,Challenging but rewarding
WL00011935,MEM000130,2024-07-07,15:05:00,Clean Deadlift,olympic_weightlifting,hamstrings,beginner,3,15,0.0,57,296.5,High,122.0,
WL00011936,MEM001268,2024-12-02,13:40:00,Yoga plex,stretching,lower_back,intermediate,2,15,0.0,61,356.9,High,135.0,Challenging but rewarding
WL00011937,MEM001786,2024-01-01,09:51:00,Palms-down wrist curl over bench,strength,forearms,intermediate,2,12,126.0,19,146.3,Very High,,Personal best!
WL00011938,MEM001015,2024-09-24,19:52:00,Barbell Hip Thrust,powerlifting,glutes,intermediate,5,11,0.0,58,289.3,Low,157.0,Felt strong today
WL00011939,MEM000018,2024-06-08,06:02:00,Hammer Curls,strength,biceps,intermediate,3,7,147.7,37,257.2,Very High,126.0,Personal best!
WL00011940,MEM000173,2024-05-06,07:21:00,Barbell Bench Press - Medium Grip,strength,chest,intermediate,5,17,114.4,79,531.5,Low,150.0,Challenging but rewarding
WL00011941,MEM000569,2024-08-04,07:33:00,Isometric Neck Exercise - Sides,strength,neck,beginner,5,20,83.3,59,308.9,High,133.0,Great workout!
WL00011942,MEM002041,2024-10-31,11:02:00,One-Arm Long Bar Row,strength,middle_back,intermediate,3,12,58.7,50,221.3,Very High,120.0,Challenging but rewarding
WL00011943,MEM001079,2024-11-02,13:25:00,Lateral Band Walk,strength,abductors,intermediate,5,20,108.5,17,89.6,Low,,Good progress
WL00011944,MEM000522,2024-03-27,21:19:00,Single-arm dumbbell row,strength,traps,intermediate,2,6,24.3,73,576.3,Very High,178.0,Great workout!
WL00011945,MEM000631,2024-01-20,21:49:00,Stair climber,cardio,quadriceps,intermediate,5,12,0.0,71,296.2,Low,160.0,Challenging but rewarding
WL00011946,MEM000612,2024-11-27,17:51:00,Side-lying leg adduction scissor,strength,adductors,intermediate,2,10,91.4,63,496.3,Low,153.0,Personal best!
WL00011947,MEM000556,2024-07-29,14:13:00,Smith machine single-arm shrug,strength,traps,intermediate,2,14,73.7,53,313.9,High,127.0,Felt strong today
WL00011948,MEM001456,2024-11-27,08:40:00,Standing Calf Raises,strength,calves,beginner,2,9,63.9,67,274.6,Low,165.0,Challenging but rewarding
WL00011949,MEM000232,2024-05-27,15:55:00,Close-grip pull-down,strength,lats,intermediate,3,10,94.7,80,501.2,Low,146.0,
WL00011950,MEM000206,2024-03-10,05:52:00,Atlas Stones,strongman,lower_back,intermediate,2,13,0.0,65,200.6,Moderate,151.0,Personal best!
WL00011951,MEM000232,2024-10-14,17:17:00,Close-grip pull-down,strength,lats,intermediate,3,6,115.5,21,145.5,Low,116.0,
WL00011952,MEM000026,2024-05-04,08:51:00,Partner Superman with alternating high-five,strength,lower_back,beginner,3,20,80.0,23,156.2,High,176.0,
WL00011953,MEM000458,2024-07-24,15:21:00,Pull-up,strength,lats,beginner,5,12,96.3,77,538.1,Moderate,168.0,Felt strong today
WL00011954,MEM000482,2024-02-08,21:16:00,Agility Ladder,cardio,calves,intermediate,3,8,0.0,61,403.5,Very High,180.0,Personal best!
WL00011955,MEM001158,2024-07-05,10:59:00,Wide-grip barbell curl,strength,biceps,beginner,3,17,127.4,24,100.2,Low,136.0,
WL00011956,MEM001763,2024-12-08,11:35:00,Thigh adductor,strength,adductors,intermediate,2,11,88.6,45,149.1,Low,178.0,Personal best!
WL00011957,MEM002267,2024-11-13,21:27:00,Cross-Body Crunch,strength,abdominals,intermediate,2,19,74.4,24,83.3,Moderate,144.0,Personal best!
WL00011958,MEM000891,2024-04-13,18:12:00,Bent Over Two-Arm Long Bar Row,strength,middle_back,intermediate,2,20,78.3,66,397.1,Moderate,145.0,Great workout!
WL00011959,MEM002286,2024-06-03,12:50:00,Elbow-to-knee crunch,strength,abdominals,intermediate,2,11,137.6,65,458.0,Very High,112.0,Personal best!
WL00011960,MEM002294,2024-12-13,10:20:00,Agility Ladder,cardio,calves,intermediate,2,8,0.0,56,384.2,Very High,120.0,
WL00011961,MEM000195,2024-12-14,10:43:00,Seated Single-Leg Calf Press - Gethin Variation,strength,calves,intermediate,2,17,124.4,85,431.4,Very High,110.0,Personal best!
WL00011962,MEM002132,2024-11-18,12:22:00,Assisted Chin-Up,strength,lats,beginner,2,14,53.1,53,327.9,Very High,144.0,
WL00011963,MEM000351,2024-09-01,06:41:00,Rocky Pull-Ups/Pulldowns,strength,lats,beginner,5,16,144.6,51,327.2,Very High,126.0,Challenging but rewarding
WL00011964,MEM002032,2024-06-10,05:58:00,Yoga plex,stretching,lower_back,intermediate,2,20,0.0,39,121.8,Moderate,167.0,Great workout!
WL00011965,MEM000057,2024-10-18,21:42:00,Single-arm dumbbell row,strength,traps,intermediate,2,12,135.6,32,126.4,Moderate,168.0,
WL00011966,MEM001579,2024-04-24,08:30:00,Glute bridge,strength,glutes,intermediate,5,19,129.0,67,431.5,High,178.0,Good progress
WL00011967,MEM002119,2024-01-01,13:30:00,Clean and press,strength,shoulders,intermediate,5,11,125.9,84,336.9,High,124.0,Personal best!
WL00011968,MEM001896,2024-08-23,06:12:00,Smith Machine Calf Raise,strength,calves,intermediate,3,17,83.4,34,102.8,Very High,134.0,Great workout!
WL00011969,MEM000397,2024-02-28,12:20:00,Incline Hammer Curls,strength,biceps,beginner,4,10,37.0,70,263.9,Very High,134.0,Great workout!
WL00011970,MEM000063,2024-05-14,17:34:00,Standing Dumbbell Shrug - Gethin Variation,strength,traps,intermediate,5,11,31.1,48,276.8,High,148.0,Personal best!
WL00011971,MEM002429,2024-02-12,16:41:00,Lateral cone hop,plyometrics,adductors,intermediate,3,14,0.0,22,93.7,Moderate,166.0,Good progress
WL00011972,MEM001111,2024-08-08,19:18:00,Stair climber,cardio,quadriceps,intermediate,5,14,0.0,86,429.7,High,151.0,Challenging but rewarding
WL00011973,MEM000111,2024-05-23,20:41:00,Spider crawl,strength,abdominals,intermediate,3,11,110.5,56,177.5,Moderate,171.0,Felt strong today
WL00011974,MEM001496,2024-07-01,18:06:00,Zottman Curl,strength,biceps,intermediate,4,19,122.6,60,281.3,Very High,124.0,Felt strong today
WL00011975,MEM000484,2024-09-24,13:18:00,HM Straddle Stretch,stretching,abductors,intermediate,3,19,0.0,31,137.5,Moderate,144.0,Felt strong today
WL00011976,MEM000364,2024-06-27,16:47:00,Thigh adductor,strength,adductors,intermediate,3,18,139.1,30,209.8,Low,143.0,Good progress
WL00011977,MEM002395,2024-01-08,18:29:00,Tire flip,strongman,quadriceps,intermediate,3,16,0.0,25,166.9,High,173.0,Great workout!
WL00011978,MEM001759,2024-03-27,11:55:00,Palms-up wrist curl over bench,strength,forearms,intermediate,5,18,128.5,48,249.5,High,168.0,
WL00011979,MEM001951,2024-06-22,05:34:00,Dumbbell Bench Press,strength,chest,intermediate,3,17,120.6,62,385.3,Low,168.0,Personal best!
WL00011980,MEM001736,2024-10-04,12:52:00,Standing hip circle,stretching,abductors,intermediate,4,7,0.0,57,421.3,Very High,150.0,
WL00011981,MEM002040,2024-10-27,07:02:00,Standing dumbbell upright row,strength,traps,intermediate,2,8,56.0,83,562.8,Very High,178.0,Challenging but rewarding
WL00011982,MEM001932,2024-04-20,16:50:00,Around-the-world pull-up,strength,lats,beginner,4,12,145.3,31,121.8,Very High,160.0,Challenging but rewarding
WL00011983,MEM001747,2024-10-06,08:17:00,One-Arm Long Bar Row,strength,middle_back,intermediate,4,17,82.6,65,510.3,Low,144.0,
WL00011984,MEM001399,2024-12-16,06:31:00,T-Bar Row,strength,middle_back,intermediate,2,20,27.9,82,305.4,Low,123.0,Great workout!
WL00011985,MEM000843,2024-02-15,16:51:00,Palms-up wrist curl over bench,strength,forearms,intermediate,5,18,112.3,20,108.7,Moderate,,Felt strong today
WL00011986,MEM002356,2024-03-02,21:36:00,Partner Flat-Bench Back Extension,strength,lower_back,beginner,5,12,92.4,52,384.1,Low,175.0,Challenging but rewarding
WL00011987,MEM002102,2024-09-30,16:55:00,Standing dumbbell upright row,strength,traps,intermediate,5,16,123.1,57,269.4,High,111.0,Great workout!
WL00011988,MEM000504,2024-07-12,08:55:00,Partner Superman with alternating high-five,strength,lower_back,beginner,5,12,6.2,30,111.0,Very High,125.0,Challenging but rewarding
WL00011989,MEM000511,2024-07-31,20:31:00,Incline dumbbell row,strength,middle_back,intermediate,2,13,73.1,70,301.0,Very High,138.0,Great workout!
WL00011990,MEM000908,2024-11-21,21:52:00,Alternating sit-through with crunch,strength,middle_back,intermediate,5,8,41.9,86,676.3,Low,119.0,Challenging but rewarding
WL00011991,MEM001392,2024-01-23,08:34:00,Pull-up,strength,lats,beginner,5,12,114.0,80,553.3,Moderate,173.0,Personal best!
WL00011992,MEM001998,2024-02-14,06:13:00,Assisted Chin-Up,strength,lats,beginner,2,16,140.5,40,168.0,Low,162.0,Challenging but rewarding
WL00011993,MEM001002,2024-02-12,22:13:00,Incline Hammer Curls,strength,biceps,beginner,2,8,29.5,41,235.8,High,119.0,Felt strong today
WL00011994,MEM002492,2024-05-31,17:34:00,Leverage Shrug,strength,traps,intermediate,3,18,83.1,63,410.9,Very High,126.0,Good progress
WL00011995,MEM000198,2024-08-04,12:49:00,EZ-Bar Skullcrusher,strength,triceps,intermediate,2,10,54.4,21,158.6,High,145.0,Challenging but rewarding
WL00011996,MEM000034,2024-08-21,16:02:00,Rocky Pull-Ups/Pulldowns,strength,lats,beginner,4,18,77.0,51,197.2,Very High,173.0,Challenging but rewarding
WL00011997,MEM001109,2024-02-08,19:56:00,Donkey Calf Raise - Gethin Variation,strength,calves,intermediate,5,20,16.3,28,108.8,Moderate,115.0,Personal best!
WL00011998,MEM001529,2024-08-18,05:52:00,Lateral cone hop,plyometrics,adductors,intermediate,2,19,0.0,25,190.1,High,134.0,Personal best!
WL00011999,MEM000646,2024-04-14,19:56:00,Hip Circles (Prone),stretching,abductors,intermediate,2,17,0.0,36,135.2,Very High,171.0,Personal best!
WL00012000,MEM001541,2024-02-06,17:13:00,Straight-bar wrist roll-up,strength,forearms,intermediate,4,17,80.0,84,599.2,Moderate,166.0,Personal best!
WL00012001,MEM001488,2024-11-01,21:15:00,Weighted bench dip,strength,triceps,intermediate,4,15,110.7,45,354.7,High,130.0,Great workout!
WL00012002,MEM001882,2024-02-02,07:54:00,Wide-grip barbell curl,strength,biceps,beginner,3,10,5.5,70,463.2,Low,174.0,Personal best!
WL00012003,MEM000687,2024-05-17,21:28:00,Groiners,stretching,adductors,beginner,3,15,0.0,40,276.3,Moderate,102.0,Challenging but rewarding
WL00012004,MEM000840,2024-05-05,12:14:00,Barbell Curl,strength,biceps,intermediate,4,18,124.9,41,297.6,Low,123.0,Great workout!
WL00012005,MEM002495,2024-06-13,14:47:00,Single-leg cable hip extension,strength,glutes,intermediate,5,20,82.3,29,143.4,High,146.0,Great workout!
WL00012006,MEM000165,2024-09-18,16:55:00,Bottoms Up,strength,abdominals,intermediate,2,7,120.2,68,258.3,Very High,116.0,Personal best!
WL00012007,MEM002094,2024-01-03,12:18:00,Decline EZ-bar skullcrusher,strength,triceps,intermediate,2,17,101.0,18,124.9,High,,Great workout!
WL00012008,MEM000310,2024-10-01,22:26:00,Smith machine single-arm shrug,strength,traps,intermediate,5,6,122.2,74,484.8,Moderate,153.0,
WL00012009,MEM001425,2024-08-27,09:11:00,Barbell Deadlift,strength,hamstrings,intermediate,3,10,11.2,61,251.7,High,117.0,
WL00012010,MEM000278,2024-04-20,11:29:00,Wide-grip barbell curl,strength,biceps,beginner,2,9,56.6,35,242.3,High,147.0,Felt strong today
WL00012011,MEM001138,2024-05-09,12:51:00,Barbell Deadlift,strength,hamstrings,intermediate,2,8,138.8,22,168.8,High,178.0,Great workout!
WL00012012,MEM000458,2024-05-24,15:56:00,Alternating sit-through with crunch,strength,middle_back,intermediate,4,11,107.7,73,355.0,Very High,119.0,Felt strong today
WL00012013,MEM000787,2024-03-22,22:50:00,Incline Hammer Curls,strength,biceps,beginner,5,18,72.4,27,103.7,High,144.0,Challenging but rewarding
WL00012014,MEM000047,2024-01-25,07:51:00,Dumbbell pull-over,strength,traps,intermediate,2,16,69.9,39,181.1,Very High,146.0,Great workout!
WL00012015,MEM001975,2024-07-24,13:59:00,Palms-up wrist curl over bench,strength,forearms,intermediate,3,12,97.4,16,91.6,Very High,,Personal best!
WL00012016,MEM001001,2024-12-10,13:37:00,Incline dumbbell bench press,strength,chest,intermediate,4,18,132.8,51,297.6,Very High,110.0,Challenging but rewarding
WL00012017,MEM000063,2024-08-18,15:15:00,Barbell deficit deadlift,powerlifting,lower_back,beginner,2,6,0.0,52,200.8,Moderate,126.0,Good progress
WL00012018,MEM000352,2024-04-09,19:57:00,Standing dumbbell upright row,strength,traps,intermediate,4,12,14.3,59,431.0,Low,154.0,
WL00012019,MEM002189,2024-11-23,05:55:00,Tire flip,strongman,quadriceps,intermediate,2,12,0.0,36,220.2,High,115.0,Personal best!
WL00012020,MEM002096,2024-12-03,06:11:00,Dumbbell front raise to lateral raise,strength,shoulders,intermediate,5,16,118.3,63,249.6,Very High,123.0,Great workout!
WL00012021,MEM002361,2024-11-28,19:33:00,Rower,cardio,middle_back,intermediate,5,12,0.0,20,104.1,High,,Great workout!
WL00012022,MEM001264,2024-01-30,13:16:00,Partner Superman with alternating high-five,strength,lower_back,beginner,4,6,130.3,36,273.6,Moderate,175.0,Personal best!
WL00012023,MEM000505,2024-08-21,11:00:00,Barbell back squat to box,powerlifting,quadriceps,intermediate,4,14,0.0,34,159.3,Moderate,109.0,Good progress
WL00012024,MEM001983,2024-07-18,11:16:00,Side-lying leg adduction scissor,strength,adductors,intermediate,5,20,86.1,45,141.6,Very High,165.0,Challenging but rewarding
WL00012025,MEM001808,2024-06-30,16:37:00,Exercise ball rear delt fly,strength,lower_back,intermediate,4,12,126.4,79,540.0,Very High,125.0,
WL00012026,MEM002159,2024-07-02,05:37:00,Dumbbell front raise to lateral raise,strength,shoulders,intermediate,2,9,15.1,47,306.9,Moderate,131.0,Good progress
WL00012027,MEM001841,2024-02-22,05:40:00,Glute Bridge Hamstring Walkout,strength,glutes,intermediate,4,17,7.0,43,135.5,High,149.0,
WL00012028,MEM000450,2024-08-21,10:36:00,Seated Single-Leg Calf Press - Gethin Variation,strength,calves,intermediate,3,13,132.6,54,399.4,Moderate,110.0,Great workout!
WL00012029,MEM000816,2024-11-18,21:02:00,Barbell Bench Press - Medium Grip,strength,chest,intermediate,2,6,20.6,84,330.8,Low,104.0,Felt strong today
WL00012030,MEM001673,2024-02-03,16:02:00,Smith Machine Calf Raise,strength,calves,intermediate,4,12,85.6,51,250.3,Moderate,177.0,Good progress
WL00012031,MEM000316,2024-07-25,13:45:00,Smith Machine Calf Raise,strength,calves,intermediate,5,11,140.7,32,220.2,Moderate,109.0,
WL00012032,MEM000912,2024-02-03,15:27:00,Glute Bridge Hamstring Walkout,strength,glutes,intermediate,4,8,16.6,27,158.3,Moderate,159.0,Challenging but rewarding
WL00012033,MEM000416,2024-03-08,18:04:00,Glute ham raise-,strength,hamstrings,beginner,5,11,105.6,79,404.5,Low,117.0,Personal best!
WL00012034,MEM001293,2024-04-14,20:38:00,Groiners,stretching,adductors,beginner,5,16,0.0,79,494.3,Low,102.0,Good progress
WL00012035,MEM002053,2024-04-03,19:17:00,Cable Crossover,strength,chest,intermediate,3,12,56.0,46,306.1,Very High,116.0,Good progress
WL00012036,MEM002211,2024-11-11,06:15:00,Power Clean from Blocks,olympic_weightlifting,hamstrings,beginner,4,8,0.0,41,234.9,Very High,163.0,Great workout!
WL00012037,MEM002272,2024-05-08,21:06:00,Single-arm inverted row,strength,traps,intermediate,5,13,100.7,56,394.8,High,171.0,Personal best!
WL00012038,MEM000881,2024-04-21,10:50:00,Single-arm palm-in dumbbell shoulder press,strength,shoulders,intermediate,5,9,128.5,28,149.4,Very High,159.0,Felt strong today
WL00012039,MEM001150,2024-03-07,19:49:00,Olympic Squat,olympic_weightlifting,quadriceps,beginner,3,14,0.0,22,131.3,Moderate,136.0,
